database,dataset_size,indexing,operation,trial_no,execution_time_ms,timestamp
mongodb,100000,indexed,create,9,0.5340,2026-05-09T21:07:57
mongodb,100000,indexed,create,10,0.5358,2026-05-09T21:07:57
mongodb,100000,indexed,read,1,0.6695,2026-05-09T21:07:57
mongodb,100000,indexed,read,2,0.7478,2026-05-09T21:07:57
mongodb,100000,indexed,read,3,0.6822,2026-05-09T21:07:57
mongodb,100000,indexed,read,4,0.6860,2026-05-09T21:07:57
mongodb,100000,indexed,read,5,0.6584,2026-05-09T21:07:57
mongodb,100000,indexed,read,6,0.6494,2026-05-09T21:07:57
mongodb,100000,indexed,read,7,0.7285,2026-05-09T21:07:57
mongodb,100000,indexed,read,8,0.7091,2026-05-09T21:07:57
mongodb,100000,indexed,read,9,0.7094,2026-05-09T21:07:57
mongodb,100000,indexed,read,10,0.7284,2026-05-09T21:07:57
mongodb,100000,indexed,update,1,0.7862,2026-05-09T21:07:57
mongodb,100000,indexed,update,2,0.7551,2026-05-09T21:07:57
mongodb,100000,indexed,update,3,0.7307,2026-05-09T21:07:57
mongodb,100000,indexed,update,4,0.7039,2026-05-09T21:07:57
mongodb,100000,indexed,update,5,0.7178,2026-05-09T21:07:57
mongodb,100000,indexed,update,6,0.7035,2026-05-09T21:07:57
mongodb,100000,indexed,update,7,0.7090,2026-05-09T21:07:57
mongodb,100000,indexed,update,8,0.7644,2026-05-09T21:07:57
mongodb,100000,indexed,update,9,0.8997,2026-05-09T21:07:57
mongodb,100000,indexed,update,10,0.8058,2026-05-09T21:07:57
mongodb,100000,indexed,delete,1,0.7225,2026-05-09T21:07:57
mongodb,100000,indexed,delete,2,0.7256,2026-05-09T21:07:57
mongodb,100000,indexed,delete,3,0.7041,2026-05-09T21:07:57
mongodb,100000,indexed,delete,4,0.6831,2026-05-09T21:07:57
mongodb,100000,indexed,delete,5,0.6870,2026-05-09T21:07:57
mongodb,100000,indexed,delete,6,0.7539,2026-05-09T21:07:57
mongodb,100000,indexed,delete,7,0.7812,2026-05-09T21:07:57
mongodb,100000,indexed,delete,8,0.7362,2026-05-09T21:07:57
mongodb,100000,indexed,delete,9,0.7756,2026-05-09T21:07:57
mongodb,100000,indexed,delete,10,0.7786,2026-05-09T21:07:57
mongodb,100000,no_index,create,1,0.8270,2026-05-09T21:08:37
mongodb,100000,no_index,create,2,0.6085,2026-05-09T21:08:37
mongodb,100000,no_index,create,3,0.5578,2026-05-09T21:08:37
mongodb,100000,no_index,create,4,0.5600,2026-05-09T21:08:37
mongodb,100000,no_index,create,5,0.6005,2026-05-09T21:08:37
mongodb,100000,no_index,create,6,0.6053,2026-05-09T21:08:37
mongodb,100000,no_index,create,7,0.5245,2026-05-09T21:08:37
mongodb,100000,no_index,create,8,0.5150,2026-05-09T21:08:37
mongodb,100000,no_index,create,9,0.4757,2026-05-09T21:08:37
mongodb,100000,no_index,create,10,0.5140,2026-05-09T21:08:37
mongodb,100000,no_index,read,1,5.4872,2026-05-09T21:08:37
mongodb,100000,no_index,read,2,13.0710,2026-05-09T21:08:37
mongodb,100000,no_index,read,3,20.2966,2026-05-09T21:08:37
mongodb,100000,no_index,read,4,58.9066,2026-05-09T21:08:37
mongodb,100000,no_index,read,5,46.4499,2026-05-09T21:08:37
mongodb,100000,no_index,read,6,58.7425,2026-05-09T21:08:37
mongodb,100000,no_index,read,7,85.5233,2026-05-09T21:08:37
mongodb,100000,no_index,read,8,86.8764,2026-05-09T21:08:37
mongodb,100000,no_index,read,9,87.2592,2026-05-09T21:08:37
mongodb,100000,no_index,read,10,112.2490,2026-05-09T21:08:37
mongodb,100000,no_index,update,1,6.2139,2026-05-09T21:08:37
mongodb,100000,no_index,update,2,15.5024,2026-05-09T21:08:37
mongodb,100000,no_index,update,3,20.8687,2026-05-09T21:08:37
mongodb,100000,no_index,update,4,40.2791,2026-05-09T21:08:37
mongodb,100000,no_index,update,5,52.3667,2026-05-09T21:08:37
mongodb,100000,no_index,update,6,64.5594,2026-05-09T21:08:37
mongodb,100000,no_index,update,7,97.0119,2026-05-09T21:08:38
mongodb,100000,no_index,update,8,97.9530,2026-05-09T21:08:38
mongodb,100000,no_index,update,9,122.9428,2026-05-09T21:08:38
mongodb,100000,no_index,update,10,104.6231,2026-05-09T21:08:38
mongodb,100000,no_index,delete,1,6.6718,2026-05-09T21:08:38
mongodb,100000,no_index,delete,2,13.8503,2026-05-09T21:08:38
mongodb,100000,no_index,delete,3,20.2521,2026-05-09T21:08:38
mongodb,100000,no_index,delete,4,39.4683,2026-05-09T21:08:38
mongodb,100000,no_index,delete,5,51.6117,2026-05-09T21:08:38
mongodb,100000,no_index,delete,6,66.7250,2026-05-09T21:08:38
mongodb,100000,no_index,delete,7,90.9383,2026-05-09T21:08:38
mongodb,100000,no_index,delete,8,95.2387,2026-05-09T21:08:38
mongodb,100000,no_index,delete,9,95.8782,2026-05-09T21:08:38
mongodb,100000,no_index,delete,10,108.5166,2026-05-09T21:08:39
